accession,symbol,mito_pathways,description,coverage_percent,abundance_raw_wt_spf_1,abundance_raw_wt_spf_2,abundance_raw_aso_spf_1,abundance_raw_aso_spf_2,abundance_raw_aso_spf_3,abundance_raw_wt_spf_3,abundance_raw_aso_spf_4,abundance_raw_wt_spf_4,abundance_raw_wt_gf_1,abundance_raw_wt_gf_2,abundance_raw_wt_gf_3,abundance_raw_wt_gf_4,abundance_raw_aso_gf_1,abundance_raw_aso_gf_2,abundance_raw_aso_gf_3,abundance_raw_aso_gf_4,abundance_norm_wt_spf_1,abundance_norm_wt_spf_2,abundance_norm_aso_spf_1,abundance_norm_aso_spf_2,abundance_norm_aso_spf_3,abundance_norm_wt_spf_3,abundance_norm_aso_spf_4,abundance_norm_wt_spf_4,abundance_norm_wt_gf_1,abundance_norm_wt_gf_2,abundance_norm_wt_gf_3,abundance_norm_wt_gf_4,abundance_norm_aso_gf_1,abundance_norm_aso_gf_2,abundance_norm_aso_gf_3,abundance_norm_aso_gf_4,abundance_scaled_wt_spf_1,abundance_scaled_wt_spf_2,abundance_scaled_aso_spf_1,abundance_scaled_aso_spf_2,abundance_scaled_aso_spf_3,abundance_scaled_wt_spf_3,abundance_scaled_aso_spf_4,abundance_scaled_wt_spf_4,abundance_scaled_wt_gf_1,abundance_scaled_wt_gf_2,abundance_scaled_wt_gf_3,abundance_scaled_wt_gf_4,abundance_scaled_aso_gf_1,abundance_scaled_aso_gf_2,abundance_scaled_aso_gf_3,abundance_scaled_aso_gf_4,exp_q-value_combined,sum_pep_score,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
Q60932,Vdac1,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Mitochondrial dynamics and surveillance > Organelle contact sites | Small molecule transport,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus OX=10090 GN=Vdac1 PE=1 SV=3,68,1261143320,1746548919,1923255097,1971826927,1784567998,1855620161,1862239809,2020048391,1256451964,1251284831,1298411564,1308781889,1247702728,1521315637,1291912831,1028667566,1284381803,1485923083,1582043124,1475062122,1556762323,1373737688,1593329894,1587255088,1340651166,1004280049,1302419731,1520905709,1204418167,1276030949,1080422106,1222602062,5.86737596,6.788066721,7.22716701,6.738451147,7.111678015,6.275575898,7.278727785,7.250976557,6.124428425,4.587801386,5.949777707,6.94787607,5.502082156,5.82922718,4.935637265,5.585150718,0,685.627,18,2296,2,296,32.3,8.43,cell-cell signaling;stress response;transport;other biological processes,plasma membrane;other membranes;mitochondrion;ER/Golgi;other cell component,transporter activity;other molecular function,22333,ENSMUSG00000020402,Vdac1,Pyruvate metabolism; Ub-specific processing proteases; PINK1-PRKN Mediated Mitophagy,
Q9DCU6,Mrpl4,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L4, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl4 PE=1 SV=1",17,3709069.875,4394048.188,4460488.656,4683486.609,3743718.188,5032721.125,4484736.094,4610051.672,2816657.547,2451362.813,3025622.813,2790689.344,2459005.969,2993362.172,2371733.641,2078948.328,4135546.007,3520356.413,3402658.789,3418410.279,4169855.128,4309405.236,3990978.705,3618760.251,2854841.477,2728712.133,2659930.3,2621405.091,4307035.053,3141120.017,2773007.678,2823113.224,7.591621292,6.462317831,6.246260318,6.275175326,7.654602541,7.910774658,7.326239114,6.642957744,5.240632145,5.009096524,4.882833722,4.812113002,7.906423712,5.766153626,5.090409851,5.182388595,0,48.628,4,40,4,294,33.1,9.82,protein metabolism;other metabolic processes,mitochondrion;translational apparatus,other molecular function,66163,ENSMUSG00000003299,Mrpl4,Mitochondrial translation elongation; Mitochondrial translation termination,
P38647,Hspa9,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,"Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",50,625240514.7,771228721.6,664458080.9,816310702.4,690680483.8,820609743.3,729119015.6,778088074,442999721.2,489064345.5,504199727.8,490708675.9,400101257,550014463.6,492175282.7,389948095.1,563383676.5,580625159.4,632841394.3,576117588.6,642218809.4,597857118.1,706097981.6,594719642.2,516425593.3,511715998.4,510221305.7,569615437.6,551414663.3,487762482.9,398428831.5,530406141.7,6.280858229,6.473074146,7.055204553,6.42282169,7.159748254,6.665183883,7.871902406,6.63020587,5.757348097,5.704843385,5.688179868,6.350332745,6.14742221,5.437798667,4.441866368,5.913209628,0,762.528,38,842,37,679,73.4,6.07,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;other biological processes,mitochondrion;nucleus;other cell component,other molecular function,15526,ENSMUSG00000024359,Hspa9,Regulation of HSF1-mediated heat shock response,
Q9CQ75,Ndufa2,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Mus musculus OX=10090 GN=Ndufa2 PE=1 SV=3,48,154788747.6,158906064.1,159835935,168412802.4,139738582.6,199339798.8,156090111.4,185426884,97024321.25,100489393.4,97942589.66,104862635.4,88613155.13,116212651.8,94844928.81,85022990.06,129986148.1,149480393.5,135736891,123317853.1,138864317.2,153340940.6,122113719.6,144349162.9,108172120.6,115330561.7,94159465.47,124240028.9,109817603.5,120311986.1,104344311.3,99262956.7,6.58882162,7.576958491,6.880318979,6.250814788,7.038843975,7.772644386,6.189778894,7.316863366,5.483098138,5.845949812,4.772815648,6.297558627,5.566505434,6.098451463,5.289071677,5.0315047,0,60.466,7,120,7,99,10.9,9.99,cell organization and biogenesis;other metabolic processes;developmental processes,other membranes;mitochondrion,other molecular function,17991,ENSMUSG00000014294,Ndufa2,Complex I biogenesis,Oxidative phosphorylation; Electron Transport Chain
Q9D7P6,Iscu,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial OS=Mus musculus OX=10090 GN=Iscu PE=1 SV=1",15,8566729.5,8995769.75,8916292.5,9944215.25,9378366.75,10699455.75,7811024.25,10767833,5814208.75,6363571.375,5757152.625,7489463.5,5154595.875,7202780.5,6086732.75,4997005.625,12174258.23,12297968.76,7528071.629,7847851.99,8263905.609,9593257.75,8566939.911,9710226.249,7649093.62,7328334.691,6205691.924,5958042.097,5215644.659,5289093.083,6065250.006,7206702.972,9.593558921,9.691045286,5.932270972,6.184264291,6.512122862,7.55967893,6.750919952,7.651852446,6.027638721,5.774874271,4.890209323,4.695056307,4.110032282,4.167911108,4.779538283,5.679026044,0,9.498,3,15,3,168,18.1,9.29,cell organization and biogenesis;other metabolic processes;other biological processes,cytosol;mitochondrion;other cell component,other molecular function,66383,ENSMUSG00000025825,Iscu,Mitochondrial iron-sulfur cluster biogenesis,
Q8R5L1,C1qbp,Signaling > Immune response,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1",22,44568739.28,56598283.06,55432009.55,61095939.25,49904283.48,68431304.72,56739389.14,55784859.61,34859387,37584919.48,34309144.06,37984640.88,35815411.1,43141741.56,33761273.04,31775433.92,46643198.23,55007986,44116246.01,49801311.83,45436922.66,53796423.26,49676849.66,45742194.19,40014646.35,35414926.18,31933301.13,35657734.16,40506054.07,36577789.1,40764261.04,42816730.34,6.721826823,7.927289933,6.357663647,7.176947687,6.547988498,7.752689665,7.159011242,6.591981671,5.766575478,5.103702357,4.601959733,5.138693808,5.83739304,5.271284415,5.874603665,6.170388339,0,127.676,5,162,5,279,31,4.87,cell organization and biogenesis;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;mitochondrion;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,12261,ENSMUSG00000018446,C1qbp,,
Q3V384,Afg1l,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",AFG1-like ATPase OS=Mus musculus OX=10090 GN=Afg1l PE=1 SV=1,11,16337677.69,17138738.5,20684072.63,21787257.22,20329190.88,18455084.09,16646285.47,16865821.16,12144110.78,10489624.81,11155432.14,8634709.828,8198564.141,10863388.47,9755998.938,9367468.359,20573040.21,15644123.3,14995203.06,21418452.58,17495052.74,18357688.62,14600688.58,15760235.53,12586659.88,10799593.15,12925360.75,10239732.04,11777039.37,12093314.35,9181542.235,13221844.3,8.880337692,6.752774331,6.472668384,9.245259321,7.551726664,7.924082808,6.302376498,6.802894087,5.433022489,4.66163645,5.579222473,4.419972814,5.083550394,5.220070254,3.963205961,5.707199379,0,33.137,5,16,5,480,54.3,8.03,cell organization and biogenesis;protein metabolism;other metabolic processes,other membranes;mitochondrion;other cell component,other molecular function,215951,ENSMUSG00000038302,Afg1l,,
Q7TNS2,Micos10,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,MICOS complex subunit Mic10 OS=Mus musculus OX=10090 GN=Micos10 PE=1 SV=1,11,9556692,11316939,8966091,11554014,10629130,12673835,10758813,11784048,8551471,8132607.5,7962425.5,6840496.5,6514370.5,7945962.5,7819352.5,6083243,7755316.448,11700958.71,8026340.719,11278582.62,9422450.673,11271239.38,10546098.75,10193922.14,7331550.089,8394760.836,8286732.018,7342419.276,6968744.862,7584605.345,7950166.144,6027823.715,5.53628047,8.352952406,5.729756312,8.051431187,6.726396014,8.04618907,7.528533609,7.277125623,5.233766777,5.992760035,5.915641604,5.241525953,4.97477135,5.414415095,5.67537764,4.303076855,0.009,2.036,1,11,1,76,8.6,8.94,,other membranes;mitochondrion,,433771,ENSMUSG00000050608,Micos10,,
P56394,Cox17,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,Cytochrome c oxidase copper chaperone OS=Mus musculus OX=10090 GN=Cox17 PE=1 SV=2,27,333506.9375,762678.6875,659645.25,740889.1875,622967.8125,949858.3125,796853.375,1051914.844,542207.6875,774522.125,750472.3125,519527.6875,788966.875,549097.875,472294.8438,570869.8125,493505.0668,727445.2641,732805.3542,717946.0518,644048.973,880360.731,580854.2155,789736.3121,648978.3803,772223.3055,696249.3711,566479.2134,706179.0652,574789.2112,597280.995,743775.0546,4.538955718,6.690593599,6.739892406,6.603225693,5.923565866,8.097015902,5.3423394,7.263508301,5.968903519,7.10243445,6.403672985,5.210126982,6.495000196,5.286557225,5.493422803,6.840784956,0,12.718,1,7,1,63,6.8,7.69,cell organization and biogenesis;other biological processes,mitochondrion;other cell component,enzyme regulator activity;other molecular function,12856,ENSMUSG00000046516; ENSMUSG00000095464,Cox17,,Electron Transport Chain
Q9CQP0,Mrpl33,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L33, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl33 PE=1 SV=1",29,1149035.594,1202971.094,1670560.563,1404594.125,1399837.125,1864932,1471988,1532369.375,917131.375,819316.0938,901354.6875,768772.9688,710570.2031,1179638.094,790189.0938,749732.2813,1098110.145,2184750.749,1553267.484,1642112.824,1642662.768,1357290.562,1375276.55,1161016.405,886369.5461,1142822.481,947862.8049,977844.6285,825792.4615,1015419.128,903353.0052,1150579.291,5.527994364,10.99824993,7.819301132,8.266557303,8.269325775,6.832734049,6.923277278,5.84467066,4.462071385,5.753080656,4.771634492,4.922565938,4.157120389,5.111719659,4.547567787,5.792129203,0,11.008,2,19,2,65,7.4,10.89,protein metabolism;other metabolic processes,mitochondrion;translational apparatus,other molecular function,66845,ENSMUSG00000106918,Mrpl33,Mitochondrial translation elongation; Mitochondrial translation termination,
P51174,Acadl,Metabolism > Lipid metabolism > Fatty acid oxidation,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadl PE=1 SV=2",33,5251097.5,3381032.25,3425079,3436241,,5430549.5,,4660732.5,2239582.75,,,4276782,1376794,2290951.75,3063772.5,2859234.75,3813858.524,4531067.579,3832819.141,4111342.357,,4704865.161,,3579387.352,2420700.01,,,3284527.106,2554389.06,2711299.357,2836017.727,4170655.543,,,,,,,,,,,,,,,,,0,251.102,15,218,1,430,47.9,8.31,other metabolic processes;stress response;other biological processes,other membranes;mitochondrion,other molecular function,11363,,Acadl,Beta oxidation of myristoyl-CoA to lauroyl-CoA; Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,Fatty Acid Beta Oxidation; PPAR signaling pathway; Mitochondrial LC-Fatty Acid Beta-Oxidation
Q9CXZ1,Ndufs4,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs4 PE=1 SV=3",41,135764555.5,149762392.2,147580804.8,160290673,134687502.9,180909300.3,138074114.4,172558780.4,92818523.06,94269403.63,93023392.41,104112203.2,83614791.38,103507330.9,87809257.63,82045835.25,106358207.3,119226585,121663438,118355503.1,127594675.2,134881495.5,116950634.5,119678224,100384812.2,99122024.99,105654119.8,113012062.3,108984366.3,103606215.8,97898314.32,97969045.55,5.937355484,6.655721606,6.791756829,6.607094205,7.122863045,7.529643523,6.528668621,6.680933965,5.603895836,5.533401826,5.898050401,6.308801217,6.083958548,5.783727922,5.46508923,5.46903774,0,100.496,8,155,8,175,19.8,9.99,cell organization and biogenesis;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,other membranes;mitochondrion,other molecular function,17993,,Ndufs4,Complex I biogenesis,Oxidative phosphorylation
O35129,Phb2,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",Prohibitin-2 OS=Mus musculus OX=10090 GN=Phb2 PE=1 SV=1,57,247413553.2,344832221.2,323976784.5,372969716.4,311453286.8,358451849.2,331105252.5,375276334.6,207574456.3,195984367.3,214655003.6,215769075.1,185938369.6,226128236.2,192543712.9,154136339.4,287794869.1,154246982.6,273406337.2,273507995.3,232382057.4,260752541.1,279763179.1,329068471.6,235958375.3,189317467.1,190556374.3,234877748,202250842.2,227844441.2,184515803.9,216553235.2,7.628157318,4.088398978,7.246781563,7.249476068,6.159411032,6.911385913,7.415273068,8.722136281,6.254203256,5.017960974,5.050798874,6.225560648,5.360767016,6.03913908,4.890690318,5.739859613,0,231.091,15,305,15,299,33.3,9.83,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;mitochondrion;nucleus;other cell component,other molecular function,12034,ENSMUSG00000004264,Phb2,Processing of SMDT1,
Q6P3A8,Bckdhb,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Bckdhb PE=1 SV=2",12,2704805.453,3162871.328,1892758.469,1776754.859,1485319.609,3086108.031,2391726.953,2166733.25,2160753.313,1665126.672,1665548.484,2196120.656,1186657.984,1960879.836,2121596.203,1422467.023,1773561.51,3246496.012,1706394.511,1910601.898,2213795.983,2539168.502,1668690.832,3030614.954,1836375.26,1472190.512,1646621.926,2229787.998,1612768.013,1775780.315,2309184.685,1622979.382,5.441205219,9.96010059,5.235139953,5.861638831,6.791824353,7.790052292,5.119466799,9.297787426,5.633914916,4.516612844,5.051760409,6.840887121,4.947898158,5.448012412,7.084472508,4.979226169,0,53.249,3,51,3,390,42.9,6.7,other metabolic processes;other biological processes,other membranes;mitochondrion;nucleus,other molecular function,12040,ENSMUSG00000032263,Bckdhb,Branched-chain amino acid catabolism; Glyoxylate metabolism and glycine degradation,
Q8R3F5,Mcat,Metabolism > Lipid metabolism > Type II fatty acid synthesis,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus OX=10090 GN=Mcat PE=1 SV=3",36,5031536.281,7613133.688,9538213.414,10728271.69,8704469.969,11098631.19,10471976.22,11201084.53,3690816.563,3698157.563,4138843.75,4886446.031,3518593.5,3932126.688,5367267.844,2962522.891,5499678.368,5797033.786,6960968.247,7024532.431,7741394.083,7706589.36,7360802.846,7472115.169,3633940.374,4074750.313,4495740.294,3849454.701,4007478.193,4303235.714,5958437.703,4867547.219,6.060004651,6.387655668,7.670175805,7.740216127,8.530114128,8.491763379,8.110746937,8.233400145,4.004178807,4.489899989,4.953781889,4.24165048,4.415773953,4.741664275,6.565503976,5.363469791,0,114.653,10,67,10,381,41.9,8.1,other metabolic processes,,other molecular function,223722,ENSMUSG00000048755,Mcat,Mitochondrial Fatty Acid Beta-Oxidation,
Q9CQ06,Mrpl24,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L24, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl24 PE=1 SV=1",30,2451448.609,2860344.094,3632140.219,3688574.688,3331406.375,4102803.859,4234441.047,3362504.844,1970137.586,2005958.391,2175091.477,2581367.594,1832441.844,2673112.875,2009832.852,1881415.59,2674643.785,2737423.557,3336845.233,2838577.69,3472871.981,3566285.739,3255169.784,2874360.298,2039170.201,3143763.105,2668297.636,2654742.419,2522406.021,2446108.215,2271790.78,2524268.624,5.940125071,6.079552873,7.410810419,6.304206414,7.712912667,7.920375586,7.229417149,6.383676125,4.528799726,6.981993693,5.92603089,5.895926063,5.602019728,5.432569682,5.045427524,5.606156389,0,28.731,5,24,5,216,24.9,9.5,protein metabolism;other metabolic processes,mitochondrion;translational apparatus,nucleic acid binding activity;other molecular function,67707,ENSMUSG00000019710,Mrpl24,Mitochondrial translation elongation; Mitochondrial translation termination,
Q9D1P0,Mrpl13,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L13, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl13 PE=1 SV=1",39,9987690.969,11245820.45,9933203.141,13189651.72,9301301.469,10957860.22,7833121.125,13750877.19,9095560.938,11423518.06,12848138.78,11921304.13,7917403.375,13099646.8,12530777.45,8497101.172,10856521.62,14365434.57,10361486.57,13828215.33,8758093.049,11399124.64,8884573.295,13049770.56,8867859.307,11463568.64,10889655.28,12820990.57,9159642.868,11250623.34,11690957.77,11660529.65,6.054709948,8.011639701,5.778627634,7.712031153,4.884410955,6.357321048,4.954949312,7.277890507,4.945627878,6.39326163,6.07318868,7.150299324,5.108356319,6.27450149,6.520077132,6.503107288,0,34.659,7,31,7,178,20.7,9.35,protein metabolism;other metabolic processes;other biological processes,mitochondrion;translational apparatus,nucleic acid binding activity;other molecular function,68537,ENSMUSG00000022370,Mrpl13,Mitochondrial translation elongation; Mitochondrial translation termination,
Q91ZA3,Pcca,Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Mus musculus OX=10090 GN=Pcca PE=1 SV=2",48,82093079.15,107770545.8,97862737.08,114095242.8,93434610.52,117001622.1,88026763.63,121623845.3,66937466.66,61748061.18,65119446.3,63865270.27,53373161.79,75269043.99,59990290.28,49005457.73,75556346.15,94351530.49,101997618.9,94827713.07,93278974.01,103345107.8,97573693.46,83605149.95,84224767.14,62494430.93,60572788,64613323.82,62471673.41,70353331.24,63398784.27,73682986.61,5.873708613,7.334835862,7.929238549,7.371854033,7.251455913,8.033991592,7.585325031,6.499418175,6.547586873,4.858282539,4.70889508,5.023004102,4.856513383,5.469229108,4.928586469,5.728074678,0,418.332,31,377,31,724,79.9,7.25,other metabolic processes,mitochondrion,other molecular function,110821,ENSMUSG00000041650,Pcca,Biotin transport and metabolism; Propionyl-CoA catabolism,
Q9D8P4,Mrpl17,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"39S ribosomal protein L17, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl17 PE=1 SV=1",26,3591300.594,4405249.406,4439892.219,4311331.594,3792088.5,5500604,4185419.813,4547702.656,2842617.75,2019558.625,3086374.25,2004046.094,2774012.828,3577454.813,2723251.141,1915367.375,3440927.69,3981771.434,4567717.444,3542211.105,3200526.676,3777605.354,4877001.053,3779091.823,3337222.57,2938773.151,2983315.604,2532461.795,2962918.427,3260016.812,2841304.815,3325367.492,6.216869967,7.194035294,8.252688796,6.399863007,5.782527261,6.825159779,8.811484607,6.827845446,6.02950153,5.309606069,5.390082806,4.575506112,5.353230363,5.890010613,5.133505892,6.008082458,0,23.021,5,31,5,176,20.2,9.82,cell organization and biogenesis;protein metabolism;other metabolic processes,mitochondrion;translational apparatus,other molecular function,27397,ENSMUSG00000030879,Mrpl17,Mitochondrial translation elongation; Mitochondrial translation termination,
P19783,Cox4i1,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2",56,776540270.2,945537679.3,1065240836,968044476.2,930877083.3,1054185521,908576108.7,1085150208,593897744.8,638809006.8,632849374.2,638520580.9,578153209.4,711715987.7,590334086.9,523251596.1,700550785.9,739779444.1,1055768314,709661562.9,835641647,717483993.4,746635129.7,772414052.9,559879711.5,687776176.6,741544428.1,715603173.7,612194459.8,654862752.8,589064463.4,689466371.6,6.076777821,6.417058418,9.158036227,6.155807306,7.248594576,6.223661304,6.476526596,6.700140347,4.8565567,5.965967207,6.432368394,6.207346536,5.310349785,5.680466758,5.109713583,5.980628442,0,258.757,13,387,13,169,19.5,9.23,other metabolic processes;transport;other biological processes,other membranes;cytosol;mitochondrion;nucleus,transporter activity,12857,ENSMUSG00000031818,Cox4i1,Respiratory electron transport; Cytoprotection by HMOX1; TP53 Regulates Metabolic Genes,Electron Transport Chain
