"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"588","Q8QZV4",0.694403919171975,1.61821569394968,20.417320682716,-3.4465976930864,0.00287604281753807,0.012006869432116,0.00434111171174594,-2.07088886352695,"Serine/threonine-protein kinase 32C OS=Mus musculus OX=10090 GN=Stk32c PE=1 SV=1",0,69.432,21,5,26,5,488,55.2,6.16,"protein metabolism;other metabolic processes;signal transduction",NA,"kinase activity;other molecular function","57740","ENSMUSG00000015981; ENSMUSG00000111536","Stk32c",NA,NA
"589","D3YXJ0",0.693561773556645,1.61727136715595,19.0750949570627,-5.0041215985783,9.18331671655496e-05,0.000923571347233968,0.000333919379633311,1.31618107243032,"Diacylglycerol kinase eta OS=Mus musculus OX=10090 GN=Dgkh PE=1 SV=2",0.056,1.109,1,1,4,1,1211,134,6.52,"other metabolic processes;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;other cytoplasmic organelle;other cell component","kinase activity;other molecular function","380921","ENSMUSG00000034731","Dgkh","Effects of PIP2 hydrolysis",NA
"590","P13646",-0.692447352742089,-1.6160225759047,19.9093381895232,2.03047820022948,0.0573390377147792,0.116121864148995,0.0419841314421735,-4.87820423029882,"CRAP Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",0,99.66,27,15,94,5,458,49.6,4.96,"cell organization and biogenesis;developmental processes","cytosol;cytoskeleton","other molecular function","3860","ENSG00000171401","KRT13","Formation of the cornified envelope","Vitamin D Receptor Pathway"
"591","Q8BNW9",0.692252174638725,1.6158039636008,21.9740927819948,-4.13748851822223,0.000617644978210624,0.00385186723551261,0.00139265160354353,-0.567995846858253,"Kelch repeat and BTB domain-containing protein 11 OS=Mus musculus OX=10090 GN=Kbtbd11 PE=1 SV=3",0,80.559,13,6,48,6,633,67.9,5.39,NA,NA,NA,"74901","ENSMUSG00000055675","Kbtbd11",NA,NA
"592","Q5SYH9",0.691832401013038,1.61533388974466,19.4544393649906,-2.98668983330474,0.00871238305427229,0.0274058330085342,0.00990864299109267,-2.92876652015634,"Neurofibromin (Fragment) OS=Mus musculus OX=10090 GN=Nf1 PE=1 SV=1",0,48.738,11,8,29,1,826,92.1,8.15,"other biological processes",NA,"enzyme regulator activity",NA,"ENSMUSG00000020716","Nf1",NA,NA
"593","Q61166",0.691522226130214,1.61498663538455,23.5212328044861,-6.3280459504663,5.77826062077067e-06,0.000121128325034347,4.37942290789201e-05,4.06620600613685,"Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3",0,129.839,46,11,110,8,268,30,5.22,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cell component","cytoskeletal activity;other molecular function","13589","ENSMUSG00000027479","Mapre1","Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2; Separation of Sister Chromatids; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; The role of GTSE1 in G2/M progression after G2 checkpoint",NA
"594","Q5PR73",0.6912264760978,1.61465559979999,23.4699687056868,-4.58319953994373,0.000230235976133416,0.00183676109704816,0.000664085268450352,0.405489905591009,"GTP-binding protein Di-Ras2 OS=Mus musculus OX=10090 GN=Diras2 PE=1 SV=1",0,65.137,39,7,76,6,199,22.5,8.76,"signal transduction","plasma membrane;other membranes","other molecular function","68203","ENSMUSG00000047842","Diras2",NA,NA
"595","G3X972",0.689895242710278,1.61316637859941,21.9358472884402,-5.33424457978512,4.51932887821045e-05,0.000554204408446524,0.000200373899442366,2.0203554612942,"Sec24-related gene family, member C (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24c PE=1 SV=1",0,60.158,9,7,55,7,1096,118.5,6.84,"cell organization and biogenesis;transport;developmental processes","other membranes;cytosol;ER/Golgi","other molecular function","218811","ENSMUSG00000039367","Sec24c","MHC class II antigen presentation; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; COPII-mediated vesicle transport; Cargo concentration in the ER",NA
"596","E9PV73",0.689889106431384,1.6131595172618,24.5565776117141,-4.22992026164958,0.000502933409793942,0.00330894919532208,0.00119635831692837,-0.365779054139917,"Neuron-specific calcium-binding protein hippocalcin (Fragment) OS=Mus musculus OX=10090 GN=Hpca PE=1 SV=1",0,135.241,48,10,130,3,187,21.8,4.97,NA,NA,"other molecular function",NA,"ENSMUSG00000028785","Hpca",NA,NA
"597","P05202",-0.68911927273232,-1.61229895196724,30.5032190413582,3.05065144141576,0.00687863194593681,0.0229540122768306,0.00829907679848471,-2.91038001928319,"Aspartate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Got2 PE=1 SV=1",0,411.61,70,26,801,26,430,47.4,9,"other metabolic processes;transport;developmental processes;other biological processes","plasma membrane;other membranes;mitochondrion;other cell component","other molecular function","14719","ENSMUSG00000031672","Got2","Gluconeogenesis; Aspartate and asparagine metabolism; Glyoxylate metabolism and glycine degradation; Glutamate and glutamine metabolism","Glycolysis and Gluconeogenesis; Alanine and aspartate metabolism"
"598","Q45TP8",-0.687764985074274,-1.61078616376571,20.5137709362064,4.67616311849982,0.00018769916302617,0.0015738774499705,0.000569039071304008,0.607607847930629,"CKLF-like MARVEL transmembrane domain-containing protein 5 OS=Mus musculus OX=10090 GN=Cmtm5 PE=1 SV=1",0,36.76,37,3,29,3,105,11.5,4.77,NA,"other membranes",NA,"67272","ENSMUSG00000040759","Cmtm5",NA,NA
"599","F7CVJ5",-0.687465363941975,-1.61045166794514,19.5008539565234,2.97407301027215,0.0081263470904919,0.0261222951742484,0.00944457688656895,-3.06941840453334,"AHNAK nucleoprotein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1",0,32.12,21,3,10,3,1126,115.2,5.59,"other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component",NA,NA,"ENSMUSG00000072812","Ahnak2",NA,NA
"600","Q99LI8",0.686777297661216,1.60968377642477,22.5637851395061,-4.30918680869264,0.000421806660900643,0.00292151151249461,0.00105627931698561,-0.192430466766536,"Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=2",0,51.368,10,8,43,8,775,86,6.16,"cell organization and biogenesis;transport;other biological processes","other membranes;cytosol;other cytoplasmic organelle;other cell component","other molecular function","15239","ENSMUSG00000025793","Hgs","RHOU GTPase cycle; Endosomal Sorting Complex Required For Transport (ESCRT); Ub-specific processing proteases; Cargo recognition for clathrin-mediated endocytosis; EGFR downregulation; Negative regulation of MET activity; Lysosome Vesicle Biogenesis; RHOBTB3 ATPase cycle",NA
"601","Q3TMH2",0.686459877685635,1.60932965475261,20.589902112924,-3.77839052852563,0.0013746686007387,0.0070266782821157,0.00254051195922662,-1.35244496387404,"Secernin-3 OS=Mus musculus OX=10090 GN=Scrn3 PE=1 SV=1",0,53.974,14,5,12,4,418,47.6,5.66,"protein metabolism;other metabolic processes",NA,"other molecular function","74616","ENSMUSG00000008226","Scrn3",NA,NA
"602","A2ANL9",-0.686270162399691,-1.60911804082635,18.1809935420531,2.65841418115839,0.0165413528359305,0.0456828812378432,0.0165167525048159,-3.65828257313867,"Teneurin-1 OS=Mus musculus OX=10090 GN=Tenm1 PE=1 SV=1",0,10.137,1,2,3,2,2724,304.7,6.32,"signal transduction","plasma membrane;other membranes",NA,"23963","ENSMUSG00000016150","Tenm1",NA,NA
"603","Q8R1S0",-0.686035550970097,-1.60885638692243,27.6326785548452,3.63060373637244,0.00191066329517473,0.00890061944005155,0.00321803976560707,-1.67360496518153,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3",0,91.49,26,9,58,9,476,51.4,7.17,"other metabolic processes","other membranes;mitochondrion;ER/Golgi;other cell component","other molecular function","217707","ENSMUSG00000021235","Coq6",NA,NA
"604","A6H611",-0.685955694993357,-1.60876733605658,21.2998062241699,4.6044597105166,0.000219715629042216,0.00177802729785498,0.000642849926049536,0.451753388280856,"Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1",0,47.537,12,7,17,7,711,80.8,7.15,"cell organization and biogenesis;protein metabolism;other metabolic processes;transport","mitochondrion","other molecular function","70478","ENSMUSG00000021993","Mipep",NA,NA
"605","P62814",0.685736279904418,1.60852268214355,28.1453616788281,-4.88637657451676,0.000118572149826306,0.00112637078377403,0.0004072419900004,1.06268932298048,"V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1",0,584.46,62,24,592,24,511,56.5,5.81,"other metabolic processes;transport","plasma membrane;other membranes;cytosol;other cell component","other molecular function","11966","ENSMUSG00000006273","Atp6v1b2","Amino acids regulate mTORC1; ROS and RNS production in phagocytes; Insulin receptor recycling; Transferrin endocytosis and recycling; Ion channel transport",NA
"606","D3YUM1",-0.685657921866362,-1.60843531977301,28.0688761125802,3.15271360353553,0.00550194841513226,0.0195343952288615,0.00706270626072258,-2.69652620326469,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv1 PE=1 SV=1",0,274.32,35,15,334,10,455,49.9,8.07,"other metabolic processes","other membranes;mitochondrion","other molecular function",NA,"ENSMUSG00000037916","Ndufv1",NA,"Electron Transport Chain"
"607","Q99M04",-0.684707492649338,-1.60737605191427,19.2032868855867,4.45866413985651,0.00030299003888736,0.00223099552456032,0.000806621647322664,0.134075396059126,"Lipoyl synthase, mitochondrial OS=Mus musculus OX=10090 GN=Lias PE=1 SV=1",0.002,3.381,4,2,5,2,373,41.9,8.88,"protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes","mitochondrion;other cell component","other molecular function","79464","ENSMUSG00000029199","Lias","Glyoxylate metabolism and glycine degradation",NA
"608","Q01853",0.684542092200068,1.60719178186819,26.5777296162217,-4.63067539390379,0.000207412047996163,0.00169587319741261,0.000613146918982236,0.508768270953572,"Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4",0,497.884,48,36,473,36,806,89.3,5.26,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;transport;other biological processes","other membranes;cytosol;ER/Golgi;nucleus;other cell component","signal transduction activity or receptor binding;enzyme regulator activity;other molecular function","269523","ENSMUSG00000028452","Vcp","ABC-family proteins mediated transport; Hedgehog ligand biogenesis; RHOH GTPase cycle; Neutrophil degranulation; Ovarian tumor domain proteases; Translesion Synthesis by POLH; HSF1 activation; N-glycan trimming in the ER and Calnexin/Calreticulin cycle; Josephin domain DUBs; Protein methylation","IL-9 Signaling Pathway"
"609","P16054",0.684189668284567,1.60679922236796,23.6599510752021,-4.46730220293269,0.000297263970305509,0.00220624728243693,0.000797673862528771,0.152922049621647,"Protein kinase C epsilon type OS=Mus musculus OX=10090 GN=Prkce PE=1 SV=1",0,137.923,24,19,118,19,737,83.5,7.03,"cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component","signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;kinase activity;other molecular function","18754","ENSMUSG00000045038","Prkce","Role of phospholipids in phagocytosis; Effects of PIP2 hydrolysis; SHC1 events in ERBB2 signaling; DAG and IP3 signaling","Hypothetical Network for Drug Addiction; G Protein Signaling Pathways; Myometrial Relaxation and Contraction Pathways; Wnt Signaling Pathway; Calcium Regulation in the Cardiac Cell; Wnt Signaling Pathway and Pluripotency"
"610","Q9CQV7",-0.683819329623045,-1.60638681122956,22.3436691722758,5.3669263845967,4.21568111632115e-05,0.000537669879592934,0.000194395801882437,2.08948526046458,"Mitochondrial import inner membrane translocase subunit TIM14 OS=Mus musculus OX=10090 GN=Dnajc19 PE=1 SV=3",0,38.138,65,7,38,6,116,12.4,10.1,"cell organization and biogenesis;transport;developmental processes;other biological processes","other membranes;mitochondrion;other cell component","enzyme regulator activity","67713","ENSMUSG00000027679","Dnajc19",NA,NA
"611","Q8BU14",-0.68371964261566,-1.60627581732094,20.1367943803202,4.38892200183875,0.000353508905377691,0.00251931030034987,0.000910862528505367,-0.0181835602049549,"Translocation protein SEC62 OS=Mus musculus OX=10090 GN=Sec62 PE=1 SV=1",0,19.041,6,2,13,2,398,45.6,7.31,"transport","other membranes;ER/Golgi",NA,"69276","ENSMUSG00000027706","Sec62",NA,NA
"612","Q8BWY3",0.683348772363189,1.60586294880929,20.4862697781696,-3.2852017427341,0.00411052675917671,0.0157430378599761,0.00569193214091258,-2.41609452757822,"Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4",0,24.594,7,3,25,3,437,49,5.71,"cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;other cell component","nucleic acid binding activity","225363","ENSMUSG00000024360","Etf1","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Eukaryotic Translation Termination","Translation Factors"
"613","Q9JKL4",-0.683172616218855,-1.60566688148543,22.2689831033834,5.89142301753819,1.40476923234902e-05,0.000232613258180147,8.41018672770939e-05,3.18245298243278,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Mus musculus OX=10090 GN=Ndufaf3 PE=1 SV=1",0,49.152,35,4,28,4,185,20.7,8.05,"cell organization and biogenesis","other membranes;mitochondrion;nucleus",NA,"66706","ENSMUSG00000070283","Ndufaf3","Complex I biogenesis",NA
"614","Q91YJ2",0.682602942042724,1.6050329800985,21.2623989429524,-4.6586782631878,0.000195040873353822,0.00161143832680799,0.000582619294130995,0.569629026933089,"Sorting nexin-4 OS=Mus musculus OX=10090 GN=Snx4 PE=1 SV=1",0,87.307,21,8,38,8,450,51.7,5.8,"transport;other biological processes","plasma membrane;other membranes;cytoskeleton;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","69150","ENSMUSG00000022808","Snx4",NA,NA
"615","P80318",0.681540766831567,1.60385171949497,24.5920788205422,-5.13505980782129,6.92264709718864e-05,0.000751869866016517,0.000271840307711077,1.59670454015369,"T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1",0,282.613,41,19,208,19,545,60.6,6.7,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","other molecular function","12462","ENSMUSG00000001416","Cct3","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; Association of TriC/CCT with target proteins during biosynthesis; BBSome-mediated cargo-targeting to cilium",NA
"616","P62830",-0.681277020992816,-1.60355853864856,21.2633906072449,2.17577153410441,0.0431281966896619,0.0937120803580752,0.0338818217250174,-4.62312111224563,"60S ribosomal protein L23 OS=Mus musculus OX=10090 GN=Rpl23 PE=1 SV=1",0,23.253,13,2,15,2,140,14.9,10.51,"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","cytosol;translational apparatus;nucleus;other cell component","enzyme regulator activity;nucleic acid binding activity;other molecular function","65019","ENSMUSG00000071415","Rpl23","L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",NA
